Subject group,Full name,Activity of a close family member,Organisation,Subject matter,Start date,End date,DOI date,PDF
ANS,"PARENT-MASSIN , Dominique",,EU PROJECT 7 PCRD,BASELINE/ SELECTION AND IMPROVING OF FIT-FOR- PURPOSE SAMPLING PROCEDURES FOR SPECIFIC FOODS AND RISKS,2009-08,2013-11,2015-07-03,ANS_doi_015.pdf
ANS,"STANKOVIC, Ivan",,Ministry of Science of the Republic of Serbia,Program of new biotechnologies in food industry. Project: Functional fermented milk drink - new technology,2008-07,2011-01,2015-02-21,ANS_doi_016.pdf
ANS,"STANKOVIC, Ivan",,Ministry of Science of the Republic of Serbia,Scientific project on development and application of new and traditional technologies in production of foods with additional value for national and international market,2011-01,now,2015-02-21,ANS_doi_016.pdf
ANS,"STANKOVIC, Ivan",,Ministry of Science of the Republic of Serbia,Scientific project on improvement and development of hygienic and technological procedures in production of foods of animal origin,2011-01,now,2015-02-21,ANS_doi_016.pdf
ANS,"WAALKENS-BERENDSEN, Ine",,,NO INTEREST,,,2015-11-09,ANS_doi_017.pdf
ANS,"WOUTERSEN, Rudolf Antonius",,The European Partnership for Alternative Approaches to Animal Testing (EPAA),"Continuation of the SLiM project: A smart way from innovation to humans. Do we still need the 2-year carcinogenicity study? Predictive value of histopathological findings in subchronic studies. The SLiM project focueed on chemicals, whereas the EPAA project have the same goal, but using data of pahramaceuticals",2013-07,now,2015-10-12,ANS_doi_018.pdf
ANS,"WRIGHT, Matthew",,"British Toxicology Society, UK, Macclefield",Academic research indicating sunset yellow was a human estrogen receptor activator.,2008-10,2011-09,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,Pfizer,Fund PhD studentships - Myofibroblasts and stem/progenitor cell function.,2009-10,2013-09,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,MRC (Case studentship with AstraZeneca),Determination of mechanisms of flucloxacillin induced liver injury; translation to refining risk assessment screening.,2010-10,2013-09,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,Medical Research Council Myofibroblasts and their regulation of hepatic stem/progenitor cell,function after injury,2010-10,2013-09,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,European Commission,"Information and Communication Technology (ICT)-enabled, cellular artificial liver system incorporating personalised patient management and support (D-LIVER).",2011-10,now,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,"The National Centre for the Replacement, Refinement and Reduction of Animals in Research (NC3Rs)",Applying the 3 R’s to Liver Fibrosis Research.,2011-10,now,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,Wellcome Trust,Production of functional hepatocytes from a progenitor cell line in vitro.,2012-07,2013-06,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,Medical Research Council ITTP studentship. Investigating the Adverse Effects of Novel Tumour-,specific IAP Antagonists.,2012-08,now,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,Medical Research Council Derivation of Human Hepatocytes from Pancreatic Progenitor Cells,and their use in a Novel Antioxidant Screening Platform,2012-08,now,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,Medical Research Council Targeting MEK and VEGF inhibition to prevent melanoma metastasis,and angiogenesis.,2012-08,now,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,ARDF,Academic research funding consumables for a PhD studentship investigating the potential of an unlimited supply of rat hepatocytes in vitro/replacing animals as donors,2013-08,2014-07,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,NIHR,Health Protection Research Unit – theme lead for “Chemical Exposures and the Development of Primary Biliary Cirrhosis,2014-01,now,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,"Medical Research Council A novel target to reduce graft failure in liver transplantation University of Newcastle upone Tyne, UNITED KINGDOM, Newcastle upon Tyne",Nature and Nurture: Linking causative agents in the environment with increased incidence of primary biliary cirrhosis.,2014-08,now,2015-02-02,ANS_doi_019.pdf
ANS,"WRIGHT, Matthew",,The European Foundation for Alcohol Research,Research project - The effect of alcohol on the absorption and toxicity of food chemicals via the gut,2015-01,now,2015-02-02,ANS_doi_019.pdf
ANS,"YOUNES, Maged",,,NO INTEREST,,,2015-05-13,ANS_doi_020.pdf
BIOHAZ,"ALLENDE, Ana",,European Comission,"European Project VEG-i-TRADE is funded by the seventh Framework programme for research of the European Commission. The project seeks to assess the impact of anticipated climate change and globalisation on the safety issues concerning fresh produce and derived food products. Research will be performed concerning the economic structure of the fresh produce chain, and control measures to minimise microbiological and chemical risks will be developed.",2010-05,2014-04,2015-11-27,BIOHAZ_doi_000.pdf
BIOHAZ,"ALLENDE, Ana",,European Comission,COST Action number: FA1202: A European Netwok For Mitigating Bacterial Colonisation and Persistence On Foods and Food Processing Environments,2012-07,now,2015-11-27,BIOHAZ_doi_000.pdf
BIOHAZ,"ALLENDE, Ana",,"Spanish National Research Program, MINECO, Spanish Goberment","Research Project on: Quality and safety biomarkers of fresh-cut leafy greens The aim of this project will be to study different biomarkers as predicted tools to determine the impact of intrinsic and/or extrinsic factors realted with the quality and safety characteristics. The main expected result from the development of quality biomarkers will be the selection of cultivar genotipes, environmental conditions, agricultural practices, handling conditions, processing and storage practices that guarantee the quality maintenance of leafy greens. Meanwhile, The expected results from the development of safety biomarkers will be the establisment of microbial standards that will guarantee the safety of leafy greens as well as the prevention of potential microbial risk factors. The Safety Biomarkers included in this proposal will be: 1) Microbial indicators of faecal contamination. Correlation between enumeration of molecular E. coli as well as other novel microbial indicators (F-specific RNA phages, Enterococcus, etc.) with the prevalence of pathogenic microorganisms will be evaluated under different environmental conditions and agricultural practices. 2) Natural microbiota dynamic and their relationship with foodborne pathogens. Changes in the natural microbiota of phyllosphere that might affect the adhesion and survival of pathogenic bacterial will be evaluated. Interactions between bacterial populations in leafy greens will be determined and correlated with the prevalence of foodborne microoganisms.",2014-01,now,2015-11-27,BIOHAZ_doi_000.pdf
BIOHAZ,"ALLENDE, Ana",,"Center of Produce Safety (Davis, California, US)","Title: ""Demonstration of practical, effective and environmentally sustainable agricultural water treatments to achieve compliance with microbiological criteria"" Subject matter: ""The main purpose of this project is to demonstrate a practical, effective, and environmentally sustainable water disinfection treatment. Within this regard, the use of stabilized chlorine dioxide (ClO2) as a suitable disinfection treatment is proposed. We will try to establish if stabilized ClO2 could be a suitable disinfection treatment to assurance the compliance with the established microbial limits, particularly fecal indicator bacteria such as E. coli. First, agricultural waters from different water sources will be characterized by microbiological and physicochemical parameters. Optimal operational conditions for stabilized ClO2 as a suitable disinfection treatment will be established first at a pilot scale. After that, demonstration of practical, effective and environmentally sustainable agricultural water disinfection treatment will be carried out at commercial fields, where the impact of stabilized ClO2 on the environment will be also evaluated. We believe that the obtained conclusions will be very valuable for growers who will be able to integrate this technology in their water management practices"". The Center for Produce Safety (CPS), is a nonprofit public benefit corporation located in California with its principal place of business in 1477 Drew Avenue Davis, California. The CPS is a collaborative partnership that leverages the combined expertise of industry, government and the scientific and academic communities to focus on providing research needed to continually enhance food safety. This level of collaboration allows CPS to fill the knowledge gaps on produce food safety. CPS is largely a volunteer-run organization, with just three paid staff and minimal overhead. In 2014, CPS funded research projects in 9 states, from California to Massachusetts, from Michigan to Colorado. CPS was launched as a public-private partnership and is now international in scope with projects in 5 countries around the globe. This center does not depend on the UC Davies. The source of the fund is coming from both the public and the private sector. More information can be found at http://www.centerforproducesafety.org/about.php.",2015-01,now,2015-11-27,BIOHAZ_doi_000.pdf
BIOHAZ,"BOLTON, Declan",,Teagasc,"I receive funding for VTEC, Campylobacter, Salmonella and microbial spoilage research from the Irish Department of Agriculture, Food and the Marine (DAFM) through the FIRM programme and from Teagasc core funding.",2012-01,now,2015-04-20,BIOHAZ_doi_001.pdf
BIOHAZ,"CHEMALY, Marianne",,EU,- Workpackage leader and member of the steering committee of the EU project Campybro “Control of Campylobacter infection in broiler flocks through two-steps strategy: nutrition and vaccination” (FP7) (2013-2016) - Workpackage leader and member of the steering committee of the EU project Camchain “Biology and Control of Campylobacter in the chicken supply chain” (Emida Era-Net) (2012-2015) - Workpackage leader and member of the steering committee of the EU project Baseline “Selection and improving of fit-for-purpose sampling procedures for specific foods and risks” (FP7) (2009-2013) - Task leader and member of the steering committee of the EU project “Poultryflorgut” (FP6) •Co-leader of the EU baseline studies conducted in France since 2004 for the estimation of Salmonella and Campylobacter prevalence in the poultry production at the primary and processing levels •Leader of the national baseline study for the estimation of Salmonella and Campylobacter prevalence and quantity in the broiler production at the retail level (2009) •Leader of the national baseline study for the estimation of Salmonella prevalence and quantity in the broiler production at the retail level (2010),2004-03,now,2015-04-16,BIOHAZ_doi_002.pdf
BIOHAZ,"DAVIES, Robert",,"Department for Environment, Food and Rural Affairs (Defra), Food Standards Agency (FSA)-UK",Epidemiology and control of foodborne zoonoses and antimicrobial resistance. No money from the private sector is involved in projects that I am responsible for. Outputs involve study reports and publications/presenations.,1991-01,now,2015-06-16,BIOHAZ_doi_003.pdf
